match_id,radiant_win
6,0.8249735531262181
7,0.7585283634554132
10,0.1870057139567641
13,0.8593739932257876
16,0.23758574300042432
18,0.3795203854862043
19,0.5303100381746089
24,0.5645239603290794
33,0.21210394246604222
37,0.6744730501895367
41,0.15494031481603543
42,0.32430135868645976
55,0.2337550077444386
60,0.6754957522018227
62,0.5525251092654474
63,0.6131329865943256
64,0.08778069387119648
71,0.5560421177923093
72,0.3155901719555068
83,0.5056743869659747
85,0.7830837868055459
89,0.93243554400532
92,0.7574405358910176
100,0.9606447134662109
102,0.8858384510422502
108,0.534858893294162
111,0.774653652579637
126,0.18686906084429683
130,0.052483513281960256
140,0.7913148193491949
141,0.2496435748827372
152,0.8402845960303422
153,0.7450183891128302
159,0.5530365239911522
160,0.5849453588688869
163,0.6004698821255662
178,0.558849210010923
179,0.3541156771848909
181,0.6800304064799634
196,0.1431952159646443
206,0.11719165988214077
209,0.5491073910601341
216,0.5420697516685972
228,0.07579970950758973
230,0.41942091573293505
242,0.7164223390344732
245,0.16914201058845557
261,0.4986598113583057
274,0.4759668752068881
282,0.7411661940046704
289,0.5219134792337887
296,0.09588635713046972
297,0.6070594513258725
302,0.30253950515073424
304,0.02237167770159471
313,0.7979737853478818
316,0.4805255321645005
317,0.4128692399745379
344,0.8798682231603533
348,0.7487662937416567
352,0.5103198243775996
354,0.5571419911441574
361,0.45328312455426567
362,0.21786485292258878
363,0.7422871307159024
365,0.3982378835037202
375,0.2983634870162612
380,0.3183032674597281
384,0.5226883569090769
394,0.7787421944066464
399,0.6047014129243121
404,0.7289494208140668
406,0.6466425136795592
430,0.152558748473557
432,0.3246207806689143
443,0.45935782301178407
463,0.6131986814388971
467,0.5247564614036555
474,0.17861933618618994
488,0.2221374973862041
502,0.9087420852289053
503,0.26432766787882434
507,0.2868808108549016
508,0.38646800674246484
509,0.44809689690385585
516,0.35529641398167056
528,0.2767428897769903
542,0.6037240466660222
547,0.17619868820893678
552,0.5387043133344874
555,0.6123465640527845
561,0.6313412036820867
569,0.8051931136778337
575,0.9501638003139158
576,0.8110766751319654
582,0.1830227877952661
585,0.43910269007224184
586,0.5641451214533343
590,0.806105460946702
592,0.224731055774016
598,0.40072935213190664
599,0.2601733955466186
600,0.7289507526635057
601,0.5532063611054696
603,0.31016065896464445
617,0.4669829014910539
628,0.453732095794444
634,0.13912324513197089
635,0.3074864536935549
639,0.4216760085640832
644,0.659743268172037
646,0.7397601517589194
650,0.08291104182602628
659,0.835766913627945
663,0.3704695627131987
668,0.6498674896041023
670,0.40619510988092045
678,0.4217642168466279
679,0.2698508738217247
686,0.7844095065910012
694,0.27464481404889385
696,0.8970840287233901
702,0.8935161800086199
709,0.37857854215917247
712,0.3573838560606286
723,0.22113096383652145
729,0.42564527235230687
733,0.733914970082656
735,0.38203013245520306
737,0.3648413532550668
749,0.6909753959187563
752,0.47603642740721297
767,0.9190257849894046
771,0.11872357008819782
778,0.4855511891849684
780,0.7483032751414238
790,0.4986211999675354
797,0.36089917329588167
802,0.32333400618348335
805,0.711361767221508
807,0.7767917247150409
808,0.845939803426138
811,0.3342622121879865
815,0.1259010892453893
820,0.7522394879707348
838,0.1602387827231699
861,0.15372930468071322
886,0.2252248718367321
889,0.1023958040564068
904,0.6443021867114803
913,0.42545029966010145
928,0.7095740986891174
931,0.6126670743884289
932,0.6749451796017464
945,0.7392266129948939
953,0.8513843485163245
955,0.3480838132682444
970,0.5385556869851621
972,0.41646258643792333
978,0.5752166296575469
982,0.7937792944897051
983,0.7226800157642665
984,0.3257794715736606
987,0.5488563839970357
1000,0.6245843984538414
1006,0.6050853178962448
1014,0.7460614202855846
1030,0.5397879614738147
1037,0.7339620445626579
1044,0.6135293895601375
1046,0.7926119364321906
1048,0.4037730037662461
1053,0.865216439974023
1057,0.6955436193275952
1077,0.8833094058225635
1085,0.9636463425082549
1087,0.7401717725794049
1088,0.7360709756961484
1096,0.10793346228057414
